mouse_ref,fish_ref,jaccard_similarity
XP_005169931.1,NP_598824.3,0.22130866735183283
XP_068071212.1,NP_001343385.1,0.22125435540069685
XP_005169218.2,XP_006510324.1,0.22109917877447885
XP_073799495.1,NP_001407330.1,0.2210283960092095
XP_073803106.1,NP_001408369.1,0.2209991532599492
XP_073787708.1,NP_001390482.1,0.22086167800453516
XP_005161159.1,XP_006533719.1,0.22039698836413416
XP_073784417.1,NP_032660.2,0.22036139268400176
XP_073784422.1,NP_032660.2,0.22036139268400176
XP_073784381.1,NP_032660.2,0.22016732716864817
XP_073784398.1,NP_032660.2,0.21997360316761988
XP_073807806.1,NP_001408369.1,0.21993410214168038
XP_021332178.1,XP_006498115.1,0.21978851963746224
NP_001166100.1,NP_001407410.1,0.21951219512195122
XP_005159019.1,XP_006529442.1,0.21946902654867256
XP_692939.6,XP_011247609.1,0.21924398625429553
XP_068077681.1,NP_001408369.1,0.219200659250103
NP_001410685.1,XP_006530470.1,0.2191780821917808
XP_073807809.1,NP_001408369.1,0.21911037891268534
XP_073790214.1,XP_030099200.1,0.21880650994575046
XP_073769034.1,XP_017176143.1,0.21879661859771257
XP_073801307.1,XP_006520796.1,0.21878862793572312
XP_073798411.1,XP_036014555.1,0.21875
XP_073784403.1,NP_032660.2,0.21865376154861416
XP_073806102.1,XP_006495813.1,0.21840598855129897
XP_073768000.1,XP_036014624.1,0.21835958718087994
XP_693621.6,NP_001013407.2,0.21818181818181817
XP_073768002.1,XP_036014624.1,0.2178649237472767
NP_956965.1,XP_006495996.1,0.21786310517529214
XP_073784610.1,XP_036018127.1,0.21669106881405564
XP_073792315.1,XP_017170112.1,0.21624713958810068
XP_005166524.1,XP_036020000.1,0.21621621621621623
XP_021323121.1,NP_001390482.1,0.21615720524017468
XP_073798824.1,XP_036020000.1,0.21606948968512488
XP_021335519.1,NP_001269057.1,0.21569767441860466
XP_021330423.2,XP_036016626.1,0.21492537313432836
XP_073792324.1,XP_006515887.1,0.21415607985480944
NP_998288.1,NP_038627.1,0.21400394477317555
XP_073802514.1,XP_030105546.1,0.21379310344827587
XP_073791798.1,NP_001395231.1,0.21296296296296297
NP_001073524.1,NP_780325.1,0.21272727272727274
XP_002663834.2,XP_006495813.1,0.21238552115133014
XP_073771192.1,XP_017174843.1,0.21216341689879295
NP_001191129.1,NP_001030610.1,0.21212121212121213
XP_009293161.1,XP_011246968.2,0.21203155818540434
XP_073797405.1,NP_663506.2,0.21175278622087132
NP_956034.1,NP_997561.1,0.21166892808683854
XP_068078089.1,XP_006535031.1,0.21128021486123547
XP_073783829.1,NP_001355234.1,0.2112676056338028
XP_684448.3,XP_017171814.1,0.2112676056338028
XP_009291474.1,NP_001403948.1,0.21119402985074626
XP_073783365.1,NP_001403948.1,0.21119402985074626
XP_073783826.1,NP_001355234.1,0.21118932938125232
NP_998475.1,NP_082409.2,0.2109375
XP_073792333.1,XP_017170112.1,0.21087124132613724
XP_073790694.1,XP_017176143.1,0.21078673923800098
XP_073792336.1,XP_017170112.1,0.21052631578947367
XP_073790722.1,XP_017176143.1,0.20923231309583543
XP_003199550.1,NP_001391031.1,0.20902845927379785
XP_073769495.1,XP_017170112.1,0.2089257503949447
XP_073777348.1,NP_001399519.1,0.20873511060692002
XP_073777350.1,NP_001399519.1,0.20873511060692002
XP_068073819.1,NP_001390020.1,0.20861096873398258
XP_073777661.1,XP_006525917.1,0.2084534101825168
XP_073767192.1,XP_006532775.1,0.20804289544235924
XP_073773438.1,NP_001390482.1,0.20790816326530612
XP_073792154.1,XP_006530479.1,0.20781312927909787
XP_073776232.1,XP_036019459.1,0.20771850170261066
XP_073773437.1,NP_001390482.1,0.20755517826825126
XP_073763609.1,XP_006529442.1,0.20745820831547365
XP_073788177.1,XP_017170717.1,0.20739549839228297
XP_073802510.1,XP_006524152.1,0.20737039350405997
XP_073782849.1,XP_017168261.1,0.20710598238688127
NP_001314875.1,XP_006533173.2,0.20622895622895623
XP_073790255.1,NP_001391281.1,0.20607857672349889
XP_073793399.1,XP_006530470.1,0.20573277854831254
XP_068070379.1,XP_036014693.1,0.20567092651757188
XP_073793506.1,XP_030109046.1,0.20566318926974664
XP_021325049.2,NP_035838.3,0.20558375634517767
XP_073770490.1,XP_036011387.1,0.20511025551277565
XP_021328473.1,XP_006529442.1,0.20508474576271185
XP_073781628.1,XP_036014693.1,0.20471161657189277
XP_684629.3,XP_011244681.1,0.2046692607003891
XP_021334510.1,XP_030111120.1,0.20441767068273092
XP_073794902.1,XP_006495813.1,0.20434227330779056
NP_001038780.1,NP_001360957.1,0.20422535211267606
XP_003199365.2,XP_017176109.1,0.20413669064748202
XP_073787977.1,XP_011243707.1,0.20400381315538607
XP_073788185.1,XP_017170717.1,0.20386784850926673
XP_005166549.1,XP_006502216.1,0.20378619153674832
XP_021334509.1,XP_030111120.1,0.20375549340791052
XP_073790231.1,XP_030099200.1,0.20373831775700935
XP_073781906.1,XP_036012982.1,0.20346677672307056
XP_005167938.1,XP_006495879.1,0.20345140781108084
XP_002661420.3,NP_032469.2,0.20337394564198688
XP_073789840.1,XP_030107690.1,0.2032306536438768
XP_001920958.3,XP_030111120.1,0.2031936127744511
XP_005160950.1,NP_001390482.1,0.20303169499310977
NP_001018144.1,NP_001403948.1,0.20292207792207792
XP_073808445.1,XP_030099070.1,0.2017960908610671
XP_073803288.1,XP_006535031.1,0.20128972823583602
XP_005166782.1,NP_112547.1,0.20123839009287925
XP_073785040.1,NP_001400444.1,0.2011173184357542
XP_073767160.1,XP_036011412.1,0.2011007620660457
XP_005162190.1,XP_036021243.1,0.20101137800252844
XP_073794928.1,XP_036021243.1,0.20101137800252844
XP_073784216.1,NP_001366421.1,0.2006269592476489
XP_073770444.1,NP_001075122.1,0.20044296788482835
NP_001410706.1,XP_030108332.1,0.20041322314049587
XP_073806122.1,NP_077193.1,0.20040485829959515
XP_068072373.1,NP_001403326.1,0.20034100596760443
XP_073779896.1,XP_017168909.1,0.20020120724346077
XP_073797376.1,XP_011247352.1,0.1999211356466877
XP_695792.2,XP_006513361.1,0.19971870604781997
XP_073806484.1,XP_036018127.1,0.19961886612672702
XP_009291674.1,NP_001395880.1,0.19955817378497792
XP_073780618.1,NP_082820.1,0.19955654101995565
XP_073770437.1,NP_001014976.1,0.19908466819221968
XP_073787661.1,XP_006519100.1,0.19889267461669505
XP_005155633.1,XP_011238425.1,0.19887525562372188
XP_073791462.1,XP_006495945.1,0.1988536155202822
XP_073787882.1,NP_001276788.1,0.1988527724665392
NP_001180472.1,XP_011238425.1,0.1987513007284079
XP_073787656.1,XP_006519100.1,0.19846678023850084
XP_021322667.1,XP_017168813.1,0.19846153846153847
XP_073803056.1,XP_036014624.1,0.19834710743801653
XP_017210501.1,XP_030098010.1,0.19833420093701198
NP_001035418.1,NP_001104566.1,0.19825436408977556
XP_073778578.1,NP_001014976.1,0.19820493642483172
NP_571877.1,NP_001263177.1,0.1980392156862745
XP_068079914.1,XP_011238425.1,0.1979328165374677
XP_073783732.1,XP_006499105.1,0.19747899159663865
XP_073774054.1,XP_006506088.1,0.19721254355400697
XP_005158168.1,NP_694752.1,0.1971153846153846
XP_073808556.1,NP_001345844.1,0.19696969696969696
XP_073808558.1,NP_001345844.1,0.19696969696969696
XP_073780335.1,XP_011248014.1,0.19693396226415094
XP_073787995.1,XP_011243707.1,0.19671338811019817
NP_001002212.1,XP_036010902.1,0.1966205837173579
XP_005171010.5,XP_036018932.1,0.1963688485427616
NP_998631.1,XP_030109547.1,0.1958762886597938
XP_073792473.1,NP_001403326.1,0.19574119574119575
XP_073775479.1,XP_036014834.1,0.19570815450643778
XP_068080367.1,XP_006532155.1,0.19567567567567568
XP_073784649.1,XP_006536205.1,0.19567219152854512
XP_073771508.1,XP_036013369.1,0.19561551433389546
XP_689680.3,NP_001403370.1,0.195160031225605
NP_001032485.2,NP_001345844.1,0.19508867667121418
XP_073787310.1,XP_006502327.1,0.19465081723625557
XP_073780330.1,XP_006535070.1,0.19435535599743425
XP_073778659.1,XP_006500523.1,0.19416126042632068
XP_073784113.1,XP_036012291.1,0.19369009584664537
XP_073805871.1,NP_001389985.1,0.1935300794551646
XP_001340788.4,XP_006495813.1,0.19337016574585636
XP_001920559.5,NP_938036.2,0.19317235636969193
XP_073778276.1,NP_001263289.1,0.19263059701492538
XP_073802589.1,NP_964001.2,0.19249512670565302
XP_021325874.2,XP_036009714.1,0.19244532803180914
XP_005173372.2,NP_001263289.1,0.19236143455985094
XP_073798795.1,XP_017174595.1,0.1922264469792987
XP_073795949.1,XP_006536205.1,0.1921641791044776
XP_073795193.1,NP_001355234.1,0.19205803741886215
XP_017212175.2,XP_006505532.1,0.19201312910284463
XP_073771528.1,XP_017170584.1,0.19190751445086704
XP_068070223.1,NP_032660.2,0.19156414762741653
XP_073770957.1,XP_006539208.1,0.19136960600375236
XP_073789429.1,NP_001389857.1,0.19128065395095367
XP_073766140.1,XP_017174843.1,0.19103773584905662
XP_073795246.1,XP_006529442.1,0.19096334185848252
XP_073808150.1,XP_030099835.2,0.19042663891779396
XP_073762529.1,XP_006511164.1,0.19042316258351893
XP_073809909.1,XP_030107672.1,0.19027181688125894
XP_073810522.1,NP_001397049.1,0.19021467798302547
XP_005163194.2,NP_001408369.1,0.19017894298793175
XP_009304829.1,XP_036021233.1,0.1900739176346357
NP_001352363.1,XP_030109931.1,0.18996062992125984
XP_073777004.1,XP_017174595.1,0.18985200845665962
XP_073789261.1,XP_030108848.1,0.18981772470144564
XP_073787403.1,XP_006519111.1,0.18976545842217485
NP_957210.1,NP_062355.2,0.18960244648318042
XP_068073563.2,XP_030109605.1,0.18947368421052632
XP_073769065.1,NP_034116.3,0.18930957683741648
NP_001373634.1,NP_032542.1,0.18928571428571428
XP_005155888.1,XP_006520302.1,0.1892023346303502
XP_073794703.1,XP_006505532.1,0.18911637931034483
XP_005166482.3,XP_006516417.1,0.1890577507598784
XP_073801150.1,XP_006535070.1,0.18900343642611683
XP_009296371.1,XP_006536205.1,0.1890018484288355
XP_073785157.1,NP_001401219.1,0.1889483065953654
XP_017210747.3,NP_084301.2,0.188911704312115
XP_073794191.1,XP_006532775.1,0.1888607594936709
XP_073794701.1,XP_006505532.1,0.18877005347593584
XP_073774416.1,XP_036021233.1,0.18871903004744334
XP_009297386.1,XP_006505089.1,0.18869644484958978
XP_073796598.1,NP_001033785.1,0.18853503184713377
XP_073764219.1,NP_796004.2,0.188373804267844
NP_001013545.2,NP_796278.1,0.1883656509695291
XP_073783391.1,XP_017169543.1,0.18777292576419213
XP_073809539.1,XP_030099831.2,0.1877637130801688
XP_021334861.1,XP_006495813.1,0.18771186440677967
XP_068079906.1,XP_006495813.1,0.18771186440677967
XP_068080254.1,XP_006520302.1,0.18765192027224112
XP_005174267.1,NP_001127932.1,0.1875
XP_073786385.1,NP_001390482.1,0.1875
XP_073808178.1,XP_030099070.1,0.1872717788210746
XP_073776440.1,XP_006499404.1,0.18671586715867158
XP_073776446.1,XP_006499404.1,0.18671586715867158
XP_073769580.1,XP_017176143.1,0.18658178256611166
XP_073770224.1,XP_036008402.1,0.1864168618266979
XP_073768795.1,XP_036011177.1,0.1863905325443787
XP_073776457.1,XP_036014956.1,0.18636151331153666
XP_073790184.1,XP_011246265.1,0.18636003172085647
XP_073773148.1,XP_017169437.1,0.18631669535283993
NP_955868.1,XP_030109547.1,0.18615751789976134
XP_068078101.1,NP_001391507.1,0.18601964182553438
XP_073799904.1,NP_783327.2,0.18589132507149667
XP_005173299.1,NP_083102.1,0.18584070796460178
XP_073773274.1,XP_036009866.1,0.18582824964805256
XP_073799905.1,NP_783327.2,0.18577648766328012
XP_009291459.1,XP_017169437.1,0.18572035699107522
XP_068070107.1,XP_006496111.1,0.1856115107913669
NP_001314782.1,XP_006532775.1,0.18544719555330974
XP_073782920.1,XP_017176143.1,0.1854061496099128
XP_073800424.1,NP_001390933.1,0.1854043392504931
XP_073802600.1,XP_011240298.1,0.18538420204191294
XP_009303864.2,XP_011240040.1,0.18514644351464435
XP_073789431.1,NP_001389857.1,0.1851040525739321
NP_001018402.2,XP_006496625.1,0.18471337579617833
NP_001076351.1,NP_032497.1,0.18441971383147854
XP_073806049.1,XP_017171942.1,0.18416370106761565
XP_009304660.1,XP_017173789.1,0.18394648829431437
XP_005173926.1,XP_036018127.1,0.18347270044269554
NP_001289171.1,NP_001075122.1,0.18334206390780514
XP_068074598.2,NP_783327.2,0.18307839388145317
XP_073784731.1,XP_030100868.1,0.1829059829059829
NP_998491.2,NP_080718.1,0.18285714285714286
XP_073781367.1,XP_006496111.1,0.18281036834924966
XP_073790319.1,XP_030108944.1,0.18258426966292135
XP_021334253.1,NP_766270.2,0.182453909726637
XP_021334254.1,NP_766270.2,0.18239795918367346
NP_001116704.1,XP_036015301.1,0.18236301369863014
XP_694459.2,XP_011240041.1,0.18216318785578747
XP_009298591.1,XP_006500470.1,0.18200836820083682
XP_009295765.2,XP_006535531.1,0.18188854489164086
XP_002663597.5,NP_001152958.1,0.18187539332913782
XP_073781916.1,NP_057928.1,0.18181818181818182
NP_001005604.1,XP_017174721.1,0.18176914778856526
XP_005159685.2,XP_006530128.1,0.18090452261306533
XP_073789734.1,XP_006536205.1,0.18087971274685816
XP_068070396.1,XP_030102524.1,0.18054338299737072
XP_073806119.1,XP_036021233.1,0.18045112781954886
XP_073795209.1,NP_001408369.1,0.18037459283387622
XP_005162871.1,XP_006513236.1,0.18037280701754385
XP_073788297.1,NP_938036.2,0.18036912751677853
NP_001070922.1,NP_032497.1,0.18025078369905956
XP_073808107.1,XP_006539207.1,0.1801470588235294
NP_001019393.1,NP_001297452.1,0.17993079584775087
XP_005165797.2,NP_057910.3,0.1799163179916318
XP_073810087.1,NP_766249.2,0.17985611510791366
XP_073800936.1,XP_036008402.1,0.17957089552238806
XP_073800938.1,XP_036008402.1,0.17957089552238806
XP_073774419.1,NP_964001.2,0.1794871794871795
XP_073774418.1,NP_964001.2,0.17940038684719536
XP_073770388.1,XP_017174843.1,0.1793600721045516
XP_073770391.1,XP_017174843.1,0.1793600721045516
XP_073800998.1,XP_006534541.1,0.1793233082706767
XP_009303321.1,XP_017174843.1,0.17927927927927928
XP_073793903.1,NP_001334457.1,0.17921385742838108
XP_073763654.1,XP_017170167.1,0.17904160084254872
NP_001076323.1,XP_036020000.1,0.17900552486187846
XP_068072452.1,XP_036020000.1,0.17900552486187846
XP_073766424.1,XP_036010413.1,0.17876489707475623
XP_005159162.1,NP_031718.1,0.17835365853658536
XP_005161503.1,NP_001389790.1,0.1781094527363184
XP_073810586.1,XP_006505532.1,0.17804323094425484
XP_073794679.1,XP_017177581.1,0.17792358162871477
XP_073769641.1,NP_001344483.1,0.17790132036136205
XP_073781025.1,XP_006506451.2,0.17787913340935005
XP_073791929.1,XP_036019302.1,0.1777649102489867
XP_073786129.1,XP_017174843.1,0.1776988005330964
XP_073780094.1,XP_036011964.1,0.1774193548387097
XP_694618.5,NP_666370.3,0.17726991970352068
XP_073797284.1,XP_006535070.1,0.1771356783919598
XP_073765332.1,NP_001366466.1,0.1771177117711771
XP_073797656.1,XP_030102043.1,0.17704517704517705
XP_073786521.1,XP_006499777.1,0.17689732142857142
XP_073773026.1,XP_006522259.1,0.17656500802568217
NP_001170923.1,XP_017177581.1,0.17626728110599077
XP_073795252.1,XP_006536205.1,0.17623136014460009
XP_068069947.1,NP_080850.2,0.17615830115830117
NP_001254518.1,XP_006535070.1,0.17598343685300208
XP_017207363.1,XP_006495813.1,0.17596390484003283
XP_068077799.1,NP_001392064.1,0.1758494031221304
NP_001070856.2,XP_011241181.1,0.17581047381546136
XP_073809353.1,XP_011241181.1,0.17581047381546136
XP_073809380.1,XP_011241181.1,0.17581047381546136
XP_073809382.1,XP_011241181.1,0.17581047381546136
XP_073809388.1,XP_011241181.1,0.17581047381546136
XP_073809393.1,XP_011241181.1,0.17581047381546136
XP_073800840.1,NP_001413079.1,0.17545748116254037
XP_068080196.1,XP_017176143.1,0.17543859649122806
XP_073795272.1,XP_017170167.1,0.1752786220871327
XP_073773053.1,NP_001397049.1,0.17525773195876287
XP_009303316.1,NP_001344483.1,0.17512161223071576
XP_073795261.1,XP_006536205.1,0.1750457038391225
XP_005166651.1,NP_001273673.1,0.1750358680057389
XP_005155379.2,XP_036008698.1,0.17498833411105927
XP_073778708.1,NP_001408253.1,0.17482517482517482
XP_073766538.1,XP_006500523.1,0.1746641074856046
NP_001338569.1,NP_001028471.1,0.17461383478844864
NP_001005927.1,XP_011238166.1,0.17458100558659218
NP_690842.2,NP_001095926.1,0.1745589600742804
XP_073791564.1,XP_006495813.1,0.17423926636098375
XP_073764619.1,XP_006506923.1,0.17420814479638008
XP_073800956.1,NP_964001.2,0.17416267942583732
XP_073767476.1,XP_006532775.1,0.17397881996974282
XP_073798837.1,XP_006517497.1,0.17380478087649404
NP_001296458.1,NP_001028494.1,0.17360496014171833
XP_073803076.1,XP_036014632.1,0.17325800376647835
XP_073803461.1,XP_006497000.1,0.17316017316017315
XP_073776160.1,NP_001392730.1,0.17313432835820897
XP_073776170.1,NP_001392730.1,0.17286914765906364
XP_068070932.1,XP_006506923.1,0.17280453257790368
XP_073797745.1,NP_001400361.1,0.17277777777777778
NP_001373591.1,NP_001269031.1,0.172737955346651
NP_001038461.1,NP_034116.3,0.17273673257023933
XP_073776188.1,NP_001392730.1,0.17260108630054316
XP_073781525.1,XP_017176143.1,0.17249640632486823
XP_021325511.1,XP_017177581.1,0.1721983600156189
XP_068079057.1,XP_017176143.1,0.17207792207792208
XP_073798371.1,XP_006533216.1,0.17203352448169387
XP_073799906.1,NP_766249.2,0.17201017811704836
XP_073785727.1,XP_036021233.1,0.17197096594081518
XP_009301684.2,XP_006532775.1,0.1714429361488185
XP_694162.5,XP_030099716.1,0.1713520749665328
XP_073770232.1,XP_006497000.1,0.17123287671232876
XP_021322543.2,XP_017170167.1,0.17118553960659225
XP_073774020.1,XP_011248359.1,0.1710999281092739
XP_073791085.1,NP_034116.3,0.17105263157894737
XP_021333005.1,XP_006520302.1,0.17102713178294573
XP_068077806.2,NP_001032901.1,0.17096774193548386
XP_068079691.1,XP_006528229.1,0.1709577754891864
XP_073798115.1,XP_036019444.1,0.1705685618729097
XP_009289307.1,XP_030104879.1,0.17046085508051081
XP_073768714.1,XP_006528229.1,0.17044284243048405
XP_021327501.1,XP_006520302.1,0.1702728127939793
XP_073763330.1,XP_006532775.1,0.16992790937178168
XP_073776474.1,XP_036014956.1,0.16987654320987655
XP_073773777.1,NP_001074243.1,0.169799092676604
XP_073783344.1,NP_001357558.1,0.1697841726618705
XP_073796942.1,NP_964001.2,0.16977696859353664
XP_073791141.1,NP_034116.3,0.1697711548696115
XP_073770732.1,XP_017176143.1,0.16973995271867612
XP_073770734.1,XP_017176143.1,0.16973995271867612
XP_068073508.1,XP_006497000.1,0.1697054698457223
XP_068079378.1,NP_001095926.1,0.16962699822380106
XP_005159460.1,XP_011239784.1,0.16954314720812183
XP_073783341.1,NP_001357558.1,0.16954022988505746
XP_073809031.1,NP_038620.2,0.16938519447929737
XP_073777568.1,XP_036014458.1,0.16893894487255484
XP_073796951.1,NP_964001.2,0.16874135546334718
XP_073763335.1,XP_006532775.1,0.16873065015479877
NP_571900.1,XP_030100766.1,0.16845878136200718
XP_073772540.1,XP_006527806.1,0.16837387964148529
XP_073799241.1,XP_006506451.2,0.16824644549763032
XP_073770736.1,XP_017176143.1,0.16808712121212122
XP_073787973.1,XP_006536205.1,0.1680035650623886
XP_073783003.1,XP_006539208.1,0.168
XP_689063.3,NP_001405755.1,0.1679506933744222
XP_009301776.1,NP_001074603.1,0.16786570743405277
NP_001091955.1,NP_079976.1,0.1678391959798995
NP_775382.1,XP_006529442.1,0.1675564681724846
XP_073783240.1,XP_006514521.1,0.16744186046511628
XP_073796077.1,XP_036008402.1,0.16712580348943984
NP_878280.1,NP_034116.3,0.16709511568123395
XP_009305769.1,XP_036014956.1,0.16697163769441903
XP_073809125.1,NP_034830.2,0.1669266770670827
XP_003201187.2,XP_011238012.1,0.16666666666666666
XP_005161916.1,NP_542365.3,0.16666666666666666
XP_009297112.2,XP_017170167.1,0.16666666666666666
XP_021333748.2,XP_006505089.1,0.16666666666666666
XP_073801125.1,XP_006540939.1,0.16666666666666666
XP_073800071.1,XP_011242497.1,0.16655100624566274
XP_694028.4,XP_006495846.1,0.16653322658126501
XP_073773778.1,XP_006539207.1,0.1661594643944005
XP_068080063.2,NP_001263177.1,0.16614615865084323
XP_073797462.1,XP_036010413.1,0.16604378003203418
XP_073783669.1,NP_001400361.1,0.1659316427783903
XP_005162093.1,XP_036018341.1,0.16569767441860464
XP_073762850.1,NP_001405755.1,0.1656534954407295
NP_001002363.1,NP_001408048.1,0.16557161629434955
NP_001009901.2,XP_036019444.1,0.16554054054054054
XP_073779334.1,XP_006532775.1,0.16548940464177597
XP_073766251.1,XP_030104886.1,0.16542056074766356
XP_073779515.1,XP_030103128.1,0.1653898152320865
XP_005162092.1,XP_036018341.1,0.16521739130434782
XP_073787287.1,NP_001074773.1,0.16484607745779542
XP_009304524.1,NP_084301.2,0.16483516483516483
XP_073791239.1,NP_001400361.1,0.16479190101237345
XP_021335986.2,XP_006532775.1,0.16467661691542287
XP_073808058.1,XP_036014956.1,0.16420047732696896
NP_001076337.1,NP_001040624.1,0.1641086186540732
XP_073785451.1,NP_778196.2,0.16407119021134595
XP_073785462.1,NP_778196.2,0.16407119021134595
XP_068069711.2,NP_034116.3,0.1640102827763496
XP_073779430.1,NP_034116.3,0.1640102827763496
XP_073800977.1,NP_001390396.1,0.16391050583657588
XP_073810625.1,XP_017177697.1,0.1637577002053388
XP_073781528.1,NP_034116.3,0.16359102244389026
XP_009293638.2,NP_001400361.1,0.16352201257861634
XP_073798604.1,XP_036011043.1,0.1634980988593156
XP_068080364.1,XP_036009866.1,0.16333777185974258
XP_021322139.1,XP_036013984.1,0.16329168461869883
NP_001071188.1,NP_001074773.1,0.16322517207472959
NP_001410764.1,XP_030108103.1,0.16313094367227504
NP_001092814.2,XP_006501139.1,0.16257408975444537
NP_001188495.1,NP_620091.2,0.16232686980609418
XP_021335795.2,XP_006539207.1,0.1621129326047359
XP_073801894.1,XP_036012561.1,0.1617965367965368
XP_021324730.2,NP_001400361.1,0.16173120728929385
XP_073791244.1,NP_001400361.1,0.16173120728929385
XP_073784539.1,XP_006529983.1,0.16171003717472118
XP_073764125.1,NP_034116.3,0.16167979002624672
XP_073771023.1,XP_036021233.1,0.1616266944734098
XP_073791905.1,XP_030109979.1,0.16152263374485595
XP_073781343.1,XP_036021233.1,0.16130705394190872
XP_073775800.1,XP_006533845.1,0.1611079706048615
XP_068071050.1,XP_006501121.1,0.16099635479951396
XP_073791660.1,NP_034116.3,0.16074270557029177
XP_073782380.1,NP_001343385.1,0.16070007955449483
XP_073790936.1,NP_001288084.1,0.16048034934497818
XP_021336337.1,NP_033396.1,0.16047904191616766
XP_068078994.1,XP_036013896.1,0.16030534351145037
XP_073764961.1,XP_006539208.1,0.16024844720496895
XP_073792361.1,NP_001345441.1,0.1601423487544484
NP_001002166.2,XP_036019967.1,0.1600181323662738
XP_073769259.1,XP_006530094.1,0.15995260663507108
XP_073801440.1,XP_036014632.1,0.15980629539951574
XP_073808061.1,NP_620091.2,0.15922228060956384
XP_073767016.1,NP_001391999.1,0.15881032547699214
NP_001122167.1,NP_001157142.1,0.15869017632241814
XP_073805858.1,XP_006529442.1,0.15865384615384615
NP_001410196.1,XP_006497000.1,0.1585984324573536
XP_009300730.1,NP_001400382.1,0.15853658536585366
XP_073765409.1,XP_036019967.1,0.15849748053137883
NP_001076020.1,XP_030103128.1,0.15844748858447488
XP_009290828.1,XP_017176143.1,0.15834457939721097
XP_073774525.1,XP_030100868.1,0.1582815149802148
XP_073794203.1,XP_036014555.1,0.15815485996705106
XP_073806021.1,NP_796204.1,0.15786163522012578
XP_073784313.1,XP_036012247.1,0.15756434400502198
XP_073770137.1,XP_006509115.1,0.15756302521008403
XP_017212451.2,NP_001394786.1,0.15750528541226216
XP_068075188.2,XP_030099070.1,0.15729218516674962
XP_073768246.1,NP_001400361.1,0.15717415115005476
XP_017212888.1,XP_006508150.1,0.1570782159017453
XP_073796916.1,XP_030099070.1,0.15705765407554673
XP_073784368.1,XP_036010179.1,0.15704057279236278
XP_005162083.1,NP_001403827.1,0.1569620253164557
XP_009292461.1,XP_011247609.1,0.15692503176620076
NP_001410450.1,XP_006508150.1,0.15672676837725383
XP_073798394.1,XP_017177092.1,0.15666327568667346
XP_068079754.1,XP_036014956.1,0.15654205607476634
XP_073775976.1,NP_001393355.1,0.15654205607476634
XP_073778690.1,XP_036010919.1,0.15649717514124295
XP_073795122.1,XP_030104914.1,0.1563330380868025
XP_073799400.1,NP_001365179.1,0.1563188022897402
NP_001417775.1,XP_017176143.1,0.15628042843232717
XP_073810798.1,XP_036021233.1,0.15625
XP_073769588.1,XP_006507682.1,0.15604909409701928
NP_001417805.1,XP_006501807.1,0.1558974358974359
XP_068075135.1,XP_036015354.1,0.15588235294117647
XP_073772098.1,NP_001278079.1,0.15570599613152805
XP_005156709.2,NP_001392730.1,0.15563298490127758
XP_005174098.2,XP_036009187.1,0.15557163531114326
NP_001305000.1,XP_006540359.1,0.15550978372811536
XP_073809790.1,XP_036016335.1,0.15547905909351692
XP_073790913.1,NP_001264911.1,0.15547024952015356
XP_073779434.1,XP_006500700.1,0.1554267650158061
XP_009304128.2,NP_001392730.1,0.15520088057237205
XP_073774550.1,XP_036020939.1,0.15512465373961218
XP_684002.2,NP_796204.1,0.15510718789407313
XP_073802987.1,NP_001346220.1,0.15509854327335046
XP_073802988.1,NP_001346220.1,0.15509854327335046
XP_073765412.1,NP_001392730.1,0.15498154981549817
XP_009292184.1,XP_006508150.1,0.15464587394411955
XP_009300972.1,NP_001389846.1,0.15457627118644068
XP_073787581.1,XP_006516870.1,0.15455475946775846
XP_068069048.2,XP_006501807.1,0.15439672801635992
XP_073801193.1,XP_017171942.1,0.15427769985974754
XP_073771378.1,XP_030099070.1,0.15412186379928317
XP_073793775.1,XP_006511537.1,0.15352697095435686
XP_009301882.1,XP_006507682.1,0.15339233038348082
XP_073763897.1,NP_001263289.1,0.15338553661906956
XP_073797248.1,NP_620091.2,0.15337423312883436
XP_073765229.1,XP_036021387.1,0.15336538461538463
XP_073763425.1,XP_006535070.1,0.1533292608430055
XP_073770978.1,XP_030098595.1,0.1532258064516129
XP_068080998.1,XP_036021387.1,0.1531850353892821
XP_073767028.1,XP_030098595.1,0.15310698270339526
XP_073770981.1,XP_030098595.1,0.15296495956873316
XP_073762216.1,XP_036014629.1,0.15288844621513945
XP_073809791.1,XP_036016335.1,0.15278575531303848
XP_005169674.2,XP_036011249.1,0.1527777777777778
XP_005159760.1,XP_006528229.1,0.1527643064985451
XP_068070545.1,NP_001074839.3,0.1526407428903076
XP_706520.4,XP_006508150.1,0.15256410256410258
XP_073801332.1,XP_030108103.1,0.15244347191830782
XP_073794942.1,XP_006504145.1,0.152442996742671
XP_073793464.1,NP_001406117.1,0.15239294710327456
NP_001116759.2,XP_036015301.1,0.152191894127378
XP_009302339.2,XP_006516870.1,0.1521856449001619
XP_073765580.1,XP_006516870.1,0.1521856449001619
XP_021325415.1,XP_006530128.1,0.15217391304347827
NP_001004585.2,NP_033396.1,0.15176470588235294
XP_073774029.1,XP_036012383.1,0.1517632241813602
NP_001038340.1,NP_796204.1,0.15163147792706333
XP_073767336.1,NP_001389718.1,0.15162840363053925
XP_073762223.1,NP_001074839.3,0.15162644281217208
XP_017208291.1,NP_001264911.1,0.15154349859681945
XP_073798121.1,XP_030110453.1,0.15141351221849544
XP_073808696.1,XP_036010521.1,0.15104895104895105
